User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
19032972,0,54,176,77,18,100,40.6,111
10527969,1,23,179,70,25,111,40.8,161
18278194,0,36,191,96,2,82,38.4,6
18351725,1,71,174,74,4,86,39,18
11383161,1,65,166,68,18,101,40.4,110
17178819,0,32,194,93,26,102,40.7,150
19499822,1,35,169,65,25,110,41.1,165
19417282,0,29,190,92,22,93,40.5,93
11606421,0,62,190,90,7,82,39.4,29
19754500,1,33,159,59,2,84,37.9,8
14307694,1,47,158,54,26,113,40.4,190
13958299,0,43,203,103,21,105,40.2,146
15525873,1,62,152,52,8,85,39.5,37
14964241,1,43,159,60,6,83,39,24
19518777,1,36,160,59,6,84,39.4,24
16027618,1,52,150,51,3,83,38.2,13
17488683,0,51,173,73,21,112,40.6,163
15384983,0,25,195,98,11,89,39.9,39
16626353,0,48,178,78,1,77,37.8,2
15031392,0,71,186,90,20,105,40.4,161
17157156,0,43,197,96,13,94,40.2,67
18454162,0,21,185,84,3,85,38.6,7
11585623,0,67,188,98,15,89,40.2,84
19553846,1,45,177,76,17,103,40.2,100
18199020,0,50,183,87,10,88,39.6,44
10968504,0,23,183,82,20,105,40.7,111
12948429,1,40,145,49,1,87,38,4
15385293,0,68,167,71,23,100,40.7,155
16778398,1,70,158,65,28,98,40.9,166
13952138,0,27,179,78,27,111,40.7,177
11418173,1,22,177,72,19,91,40.3,81
18229508,0,46,171,72,18,92,40.3,81
11001051,1,20,172,71,5,73,39.1,12
19791571,1,34,156,52,11,87,39.9,47
18900736,0,26,188,91,28,110,40.7,186
16267891,1,35,165,61,20,99,40.3,110
17874805,0,48,181,86,3,87,38.9,12
12766571,0,65,190,95,9,88,39.8,48
11429199,1,65,166,64,27,114,40.7,205
11764516,0,57,191,92,9,87,40,42
15459106,1,35,172,72,28,106,40.8,170
11731165,1,66,167,71,27,106,40.8,179
18042708,0,21,173,75,10,94,40.1,36
14226375,1,65,171,66,27,104,40.9,175
10313125,1,23,160,55,28,113,41,192
10210251,0,49,180,81,21,103,40.4,136
13510781,0,28,165,74,20,95,40.6,82
12061462,0,61,185,81,4,81,38.9,15
11348433,0,34,172,81,21,103,40.7,121
17958322,0,34,187,81,18,107,40.3,114
13982400,0,48,190,95,10,92,39.7,51
14050303,1,62,173,73,13,85,40,56
12194902,0,20,187,93,8,89,39.5,26
13839510,1,63,169,66,19,103,40.5,120
10922280,0,48,173,79,21,96,40.7,112
10420513,0,21,191,95,25,110,40.8,162
13800453,1,22,170,69,26,100,41,137
15194331,1,52,151,58,16,93,40.1,83
15560359,1,29,164,57,9,87,39.9,37
13917424,1,27,193,87,12,97,39.9,57
11796211,0,61,183,85,20,99,40.7,131
10998314,1,26,167,67,7,84,39.6,25
11022378,0,50,181,84,5,92,39,25
13064141,0,79,196,100,21,93,40.4,143
14781112,1,30,164,61,12,94,39.9,58
13020317,1,63,161,61,20,106,40.1,135
13431564,1,41,170,72,17,92,40.2,80
11509786,1,32,160,62,28,107,40.7,176
12122483,1,23,160,62,9,97,39.3,45
15166142,0,44,186,86,26,100,40.5,153
16108423,0,57,195,91,14,92,40,76
11968898,0,32,167,66,11,93,39.8,42
18707831,1,42,172,67,4,87,38.9,17
10354587,1,40,171,72,13,100,40,72
14869660,0,45,187,85,18,91,40.4,82
14569822,1,64,161,68,23,109,40.8,160
13560718,0,34,203,101,12,102,39.8,72
15837100,0,47,174,80,16,101,40.5,97
17761520,1,25,169,68,14,88,40.1,57
16203973,1,39,156,58,5,78,39.3,17
10300085,0,25,193,99,4,91,38.9,16
18947699,0,63,185,82,6,83,39.1,25
18888891,1,20,155,55,2,82,38.3,7
15685526,0,40,204,105,28,111,41,217
15473013,0,77,201,101,24,109,40.8,220
18986921,0,57,190,96,2,83,37.9,8
18459589,0,33,174,77,9,78,39.7,17
18664101,0,65,174,81,21,103,40.6,152
18935847,0,35,196,95,11,93,39.4,51
10020479,1,35,173,71,29,114,41,202
17489851,0,26,195,97,7,84,39.4,20
12405000,0,22,189,93,5,77,39.2,8
11962088,1,37,167,64,9,91,39.9,42
17588263,0,27,192,93,27,112,40.5,190
11874273,0,24,167,66,27,100,40.5,121
10293839,0,20,171,77,3,86,38.6,7
13926344,1,76,179,80,21,110,40.9,150
17254889,1,28,171,68,17,107,40.1,104
14816139,0,57,176,82,6,92,39.2,31
15387103,1,40,164,64,15,93,40.3,73
12966327,1,57,170,69,20,96,40.2,109
13175113,0,36,193,91,30,107,41,200
18086810,1,57,139,44,28,108,40.9,198
16959072,0,37,158,63,20,103,40.5,110
18217363,1,79,162,58,18,95,40.1,106
12398290,1,20,174,77,21,110,40.7,130
17332980,1,26,158,60,17,91,40.4,76
10784419,0,38,181,80,18,98,40.2,93
10519770,0,70,174,78,22,100,40.6,153
15229533,1,25,158,53,21,103,40.4,123
19802142,1,33,179,72,6,94,39.5,29
13757013,0,66,182,84,4,87,38.9,20
10029469,1,28,163,66,21,99,40.8,111
12464192,0,45,188,97,13,92,39.5,65
15761153,1,24,159,58,30,112,40.9,202
13851670,1,71,189,89,18,89,40.4,84
17012358,0,30,192,92,1,72,37.7,1
10490363,1,36,180,75,19,98,40.6,99
16491591,0,38,176,79,3,92,38.5,13
13071739,1,67,162,63,5,87,39.3,24
18877726,0,58,181,82,25,104,41,177
15829157,1,22,167,64,16,89,40.2,66
12990661,1,49,168,66,2,81,38.3,7
14218053,1,53,169,64,11,96,39.7,60
17064853,1,43,160,59,6,75,39.3,19
16507757,1,39,160,60,16,96,40.3,84
16665810,0,21,199,97,2,76,38.3,3
11854776,1,41,155,62,28,113,41.1,198
18099818,1,46,170,71,16,106,40.2,101
19912939,0,30,185,84,28,103,40.9,157
18780935,1,26,162,59,15,92,40.4,69
16153573,1,27,182,75,5,93,39.5,23
14101224,0,32,190,89,15,98,40.3,76
11184453,0,32,194,98,3,86,38.6,10
11034081,1,22,159,58,6,85,39,23
12365290,1,71,165,60,28,115,40.7,220
10717701,1,44,173,66,25,88,40.6,110
14306958,0,21,192,94,10,90,39.6,34
17330663,1,36,152,53,6,83,39.2,23
17094222,1,23,154,54,28,105,41,168
16212796,1,23,171,66,22,106,40.7,131
13570908,0,41,186,82,14,100,40.3,79
13235806,0,20,193,98,8,92,39.8,30
11280049,1,45,154,55,30,111,40.9,211
17377957,0,25,179,78,6,97,39.3,26
15418365,0,21,191,89,9,85,39.5,23
15190143,1,76,170,73,3,74,38.1,10
15399370,1,38,178,68,12,97,40,63
11057744,0,45,184,91,16,91,40.2,75
16396739,1,47,154,53,25,103,40.6,156
19306123,0,56,179,87,5,95,39.1,29
18884618,1,33,161,65,5,82,39,18
16991462,1,21,169,63,11,91,40,48
10484869,0,21,178,79,15,98,40,65
19118933,1,22,157,56,26,114,40.8,180
13749930,0,57,186,83,18,98,40.7,111
16161995,0,24,180,79,26,102,40.8,132
17596558,1,22,178,71,17,106,40.5,100
15199684,0,44,175,79,23,103,40.7,142
13433462,1,29,165,62,13,87,40.2,53
18136279,1,50,163,64,12,94,40.3,62
11064803,0,40,176,77,28,107,40.9,184
16430252,1,26,164,62,15,95,39.8,73
17021129,1,47,159,59,28,105,41,178
11953032,1,32,165,65,20,91,40.6,90
16539642,1,75,158,56,10,91,40,54
11974096,1,38,173,77,15,94,40.3,72
16137715,1,65,157,59,13,91,40,67
16393841,0,77,184,88,26,111,40.5,239
16250882,1,22,162,56,17,96,40.6,85
16306567,0,46,181,87,20,103,40.8,129
19081216,0,70,176,77,25,118,40.8,242
13614624,0,31,180,79,4,86,39.1,12
12277432,1,26,170,67,19,97,40.6,96
16677705,1,26,155,52,23,109,40.4,150
18167689,0,33,174,79,17,100,40.5,89
15596873,1,24,181,70,5,80,39.3,16
13200711,0,41,178,78,4,78,39.2,9
16735883,1,32,154,57,10,96,39.7,52
12485114,0,57,177,80,8,91,39.7,40
18891334,0,29,201,101,4,79,39.1,9
16642924,1,45,170,70,20,100,40.7,113
11715600,0,76,182,89,15,96,40.4,103
10497479,1,31,168,59,28,102,40.7,161
13492224,0,71,174,78,15,105,40,117
11665512,1,71,154,61,25,111,40.6,185
14749158,1,74,164,62,26,104,41,174
12891883,0,35,200,101,6,85,39.1,21
19508115,1,48,171,69,21,99,40.6,118
14889237,0,45,190,99,18,105,40.6,125
17955366,0,56,173,73,4,85,38.4,16
17714995,0,31,183,87,15,97,40.2,72
19284986,0,40,168,72,14,99,39.8,73
13566849,1,51,162,59,21,107,40.7,140
10451792,0,43,185,85,19,94,40.3,93
16899875,1,35,150,53,19,101,40.8,110
18510945,1,21,151,49,14,101,40.3,79
14767779,0,46,179,76,28,102,41,170
16330345,1,69,170,72,16,88,40.1,76
15718607,1,29,185,75,30,109,41.2,188
16841729,0,56,177,84,12,90,40.1,59
10199610,1,32,166,66,14,89,39.9,60
17070071,1,50,169,74,8,90,39.6,37
13223862,1,22,154,49,16,95,40.3,80
14175796,1,23,167,61,10,92,39.6,45
18423795,1,25,166,65,6,89,39.2,25
10944343,1,37,179,75,4,89,38.8,17
14496329,1,44,172,62,16,95,40.3,83
12594630,1,47,152,55,16,98,40.3,91
13986856,1,50,170,66,6,85,39.5,25
17161697,0,65,187,89,18,101,40,128
11940761,1,68,141,48,2,85,38.2,10
18265751,0,40,189,91,25,99,40.6,141
13310511,0,71,191,94,19,101,40.5,143
13364765,0,65,193,96,27,107,40.5,221
13034851,0,25,204,103,10,93,40,43
10811092,1,69,169,67,29,111,40.7,211
18921304,1,21,165,66,6,83,39.3,21
16192447,0,76,177,83,14,101,40.3,105
14056281,1,27,156,55,19,104,40.6,113
15061225,0,75,169,72,16,98,40,108
13667533,0,64,177,81,15,93,40,85
19380876,1,33,177,72,14,92,40.3,64
13073285,0,65,179,80,6,91,39.5,32
15529998,1,42,166,63,11,80,40.2,39
19644436,1,20,152,53,3,76,38.3,9
14988744,0,71,184,91,14,87,40,75
13006321,0,53,196,103,9,91,39.8,48
11055225,0,68,184,91,16,90,40.1,90
16170652,0,75,178,83,26,119,40.7,265
12309121,0,78,174,80,9,87,39.5,49
11653070,1,79,170,75,8,87,39.4,38
15379395,1,69,170,71,25,99,40.7,149
10091465,0,26,177,78,23,104,40.3,125
19669217,0,74,183,91,19,97,40.7,133
19206087,0,74,184,83,13,97,39.9,89
18684812,1,31,167,65,19,99,40.3,102
10953676,1,32,161,57,4,91,39,19
16630436,1,74,150,56,9,90,39.6,48
14333424,0,78,184,86,26,107,40.6,223
18522331,0,24,193,89,27,108,40.7,167
11550336,1,52,181,76,6,85,39.2,25
14657744,1,22,167,64,7,91,39.4,31
19933420,1,24,148,50,15,98,40.3,80
17670321,1,45,167,69,9,96,39.8,47
11570706,0,29,196,97,26,105,40.9,160
17898833,1,60,169,71,10,98,39.8,57
13646799,1,32,142,48,5,79,38.9,17
19750359,0,26,187,87,10,86,39.4,29
10088974,1,44,154,62,18,96,40.4,96
10833946,0,53,182,78,12,91,40,58
12442756,0,22,185,88,22,113,40.6,150
13798251,1,52,173,68,20,99,40.3,114
18332679,0,70,176,83,6,96,39.2,39
17482369,1,32,150,57,19,96,40.3,98
18922964,0,72,191,94,19,103,40.6,149
12529768,1,73,141,47,22,97,40.8,135
17285679,0,38,197,104,16,97,40.1,89
18858634,0,40,184,92,11,95,40,56
19823155,0,51,189,88,15,104,39.7,103
13473399,1,45,163,64,8,80,40,29
19751742,1,29,158,56,10,91,39.9,46
16451525,1,51,164,60,19,92,40.3,96
11182952,1,56,158,54,8,90,39.3,40
15977838,1,22,164,62,2,85,38.5,7
11417259,0,62,187,94,5,84,39.5,23
17488164,1,72,146,53,12,94,40.1,69
13857166,0,38,172,78,20,94,40.5,90
11485371,1,42,149,50,15,99,40.2,86
15222950,0,27,194,90,7,89,39.5,24
19755121,0,23,187,83,24,104,40.9,130
19666541,1,32,151,52,15,99,40,83
14771702,1,24,165,65,23,105,40.8,135
16398210,1,36,144,49,11,91,40.2,53
11592925,1,35,174,67,25,107,40.8,156
17034371,1,72,168,70,12,85,39.8,54
15772373,0,23,175,70,5,78,39,6
13607724,1,71,156,61,26,111,40.8,193
14309852,1,27,176,69,6,82,39.2,21
13630461,1,74,176,83,30,111,40.8,215
16885164,1,42,145,44,9,89,39.4,43
12493640,1,29,167,67,10,90,40.2,43
18284933,1,73,166,65,7,83,39.5,31
10608340,1,49,173,70,4,94,39.1,20
11742492,0,38,187,82,9,95,39.5,43
13253354,1,22,184,81,5,82,39.4,16
13794336,1,64,175,68,3,87,38.6,14
15982368,1,42,157,59,24,97,40.6,130
13386883,1,41,163,62,3,87,38.5,13
15527192,0,67,178,80,15,87,40.6,74
18671205,0,68,186,88,1,87,37.8,5
19077586,1,35,178,78,16,94,39.8,76
14675786,0,41,184,82,19,104,40.4,119
13691051,1,36,173,68,17,97,40.2,88
19340793,0,69,195,95,10,92,39.6,61
11049596,0,76,193,98,16,95,40.2,111
14798042,0,25,179,85,29,108,40.6,179
11199746,0,45,181,87,25,104,40.9,164
13616020,1,63,172,66,26,104,41.1,168
15600044,1,32,151,51,8,91,39.6,38
12586756,1,56,165,67,21,96,40.8,115
19486187,1,22,166,61,18,97,40.3,91
10100047,1,25,159,59,21,96,40.9,105
15659149,1,27,185,78,9,91,39.8,38
19455387,1,32,176,77,21,103,40.5,118
13981062,0,30,187,92,14,95,40.3,64
13653590,1,40,158,52,24,108,40.4,160
15941545,1,53,177,76,12,95,40,62
10951752,0,35,182,83,6,92,39.4,25
13449861,0,42,192,95,30,107,40.7,211
16674250,0,63,193,104,14,94,40.2,88
13067072,0,44,186,82,16,100,40.5,93
17433353,0,50,164,68,28,108,40.9,196
18609268,1,20,169,65,29,98,40.9,147
19748157,0,70,183,88,17,96,40.3,112
10958146,1,21,179,74,26,106,40.8,151
19833769,1,54,161,60,9,94,39.5,48
15309891,1,21,164,61,19,95,40.3,91
16287414,1,47,181,81,27,104,40.8,161
10706514,0,34,194,96,25,111,41.2,182
17674162,1,51,166,65,25,91,40.5,122
13342092,1,25,175,70,20,105,40.4,117
18346384,1,22,177,68,22,96,40.6,106
17331187,1,60,165,60,4,86,38.6,18
16500737,1,28,160,65,24,104,40.6,140
11269933,0,68,169,69,11,94,39.8,64
16826583,1,23,165,59,28,113,40.5,190
17351708,0,60,177,81,25,104,40.6,179
11513582,1,23,159,57,17,90,40.2,74
14655535,1,32,169,65,7,82,39.3,25
14135687,0,34,189,93,26,98,40.8,137
13674818,0,27,182,80,3,74,38.9,3
14810381,0,38,202,108,19,100,40.4,115
19870290,0,22,184,88,24,104,40.2,131
16869410,0,44,179,81,27,110,40.5,197
14120544,1,45,167,66,23,98,40.4,126
13344902,1,60,163,60,11,91,39.7,56
17876911,1,42,180,78,6,79,39.3,19
12967550,0,60,193,93,30,112,40.9,259
14033574,1,45,177,72,2,75,38.3,6
12463073,0,38,174,74,15,92,40.1,62
11898845,1,69,162,63,23,104,40.8,152
15435203,0,60,195,89,24,108,40.4,190
19437988,1,53,178,70,18,95,40.6,95
17657824,0,20,173,74,2,83,37.9,4
17032062,1,62,178,77,16,91,40.7,78
18375806,0,44,168,72,28,113,40.9,211
19161622,1,76,186,89,11,98,40,63
10531396,0,27,187,88,14,98,40.2,67
12486656,0,20,190,85,22,103,40.6,114
10896246,0,78,197,103,9,89,39.7,56
10187691,1,62,156,63,13,86,40.4,59
10858968,0,52,184,88,27,111,41.2,215
16156252,1,27,173,68,18,99,40.4,94
19640300,0,25,170,68,25,110,40.6,152
11416066,1,43,172,64,9,84,39.5,36
10270228,1,36,179,76,1,83,37.3,4
16442049,0,20,191,91,9,100,39.7,44
17024253,1,28,165,59,11,91,39.8,50
18769310,0,40,176,77,6,92,39.2,26
11819561,1,43,172,67,21,99,40.6,116
11885227,0,60,192,97,17,80,40.3,66
19093434,1,26,150,49,24,104,40.9,145
18662300,1,56,180,79,4,74,39,12
18609547,0,40,201,98,21,108,40.7,150
14173949,1,40,178,77,14,89,40.3,60
16290700,1,71,169,74,13,98,40.1,76
14312894,1,40,176,72,4,84,38.6,15
15539631,0,40,183,90,5,80,39,14
14013809,1,36,168,62,27,117,40.6,200
19085419,1,51,163,64,16,96,40.1,87
13080362,1,30,141,45,27,112,41.1,189
14837578,1,25,173,64,26,104,40.6,151
14344420,1,25,180,77,7,86,39.8,26
15383369,1,22,164,65,30,98,41.1,153
18155848,0,74,182,88,14,88,40,78
14699989,0,61,183,85,15,101,40,103
14756214,0,36,180,78,6,85,39.2,18
10433921,0,52,189,93,24,111,40.7,194
14680344,0,29,188,86,7,83,39.3,18
14425536,1,44,156,55,29,107,40.9,191
16707041,0,27,183,79,13,99,40.2,62
15217189,1,55,144,50,7,82,39.4,29
17072565,1,28,166,59,14,94,40.1,68
14042465,1,25,165,64,22,110,40.2,142
16845982,1,68,152,54,26,105,40.8,177
17981377,1,48,150,53,14,95,40.5,76
12162135,0,20,191,94,9,92,40,33
14680888,0,57,204,113,6,75,39.2,20
10803909,0,24,190,92,14,92,39.9,54
15464961,1,52,151,52,16,99,40.4,95
18636358,0,67,187,87,9,87,39.5,46
12492198,1,74,181,77,7,87,39,33
17034126,1,30,154,52,22,97,40.7,117
10808620,1,37,167,70,29,113,40.7,200
15340726,0,38,182,80,27,114,40.6,205
16761962,1,37,176,70,25,108,41,159
10316019,1,37,177,69,14,97,39.9,73
19876392,0,30,187,89,3,91,38.4,12
16347418,0,23,189,91,23,107,40.8,139
13407549,1,36,172,74,13,106,40.1,79
14611928,0,61,189,98,25,110,40.4,212
14415317,1,34,169,65,2,82,37.8,7
16563309,0,72,179,82,25,99,40.7,175
13289098,1,38,167,67,6,84,39.3,23
14905505,0,54,186,82,2,83,38.3,7
17242233,0,76,187,94,7,98,39.1,51
14877593,1,66,175,69,7,86,39.4,32
11272905,1,65,166,70,14,98,39.8,81
19124933,1,57,150,57,1,84,37.8,4
13875734,1,41,149,55,16,96,40.1,86
19341455,1,41,152,56,26,110,40.9,178
10056790,0,54,181,90,12,94,40,67
19217037,1,66,171,65,28,96,40.6,158
17303624,0,42,175,72,28,107,41.1,183
13664308,0,22,177,83,20,99,40.4,92
19111237,1,44,181,81,28,104,40.8,165
14185340,1,51,150,57,18,100,40.1,107
16042856,1,33,160,57,13,100,40,73
15833595,1,39,163,65,7,85,39.6,28
14748337,1,37,180,73,24,98,40.6,126
13143604,0,58,180,86,12,92,40.3,64
12303277,0,50,176,82,5,86,39.2,20
13631554,1,20,172,70,18,105,40.6,103
17175806,0,28,179,77,7,87,39.3,21
14859275,1,27,180,80,13,93,40,58
15429861,0,43,185,85,14,96,40.2,73
13118311,1,38,161,59,5,79,38.9,17
13853584,0,22,187,86,17,94,40.1,67
11009245,0,21,205,103,21,109,40.4,137
12190406,1,74,162,67,23,100,40.8,143
19689602,0,22,179,81,13,96,39.9,54
18300732,1,23,170,67,3,88,38.3,12
12492743,0,43,187,94,25,102,40.7,158
14874470,0,47,199,109,1,83,38.2,4
15957173,0,44,189,95,12,94,40,62
18497253,0,56,178,80,25,109,40.6,192
17282192,1,25,154,53,12,95,40.1,60
10728499,1,31,167,66,28,113,40.7,192
17379089,1,27,153,53,24,109,41,157
16520398,0,42,186,89,10,92,39.9,47
18135733,1,33,165,67,4,88,39.1,17
11743674,0,60,187,98,26,104,40.9,196
17172665,1,63,123,40,9,97,39.9,55
18711780,1,25,156,51,22,99,40.7,120
13362491,0,69,168,71,20,107,40.5,157
18020852,1,40,174,68,5,87,38.9,21
13805537,1,21,172,71,10,88,39.8,39
18536286,1,25,174,72,9,93,39.6,41
12881038,0,29,204,98,18,97,40.3,90
10531287,1,68,171,67,3,85,38.5,13
10717758,0,74,188,93,5,85,39.2,26
18400734,0,20,198,102,10,89,39.5,34
10186484,0,22,203,97,8,90,39.4,28
11028752,0,24,180,84,8,97,39.6,35
16648415,0,32,174,77,3,79,38.6,6
16980939,1,59,183,84,12,86,40.2,50
19616006,1,36,159,61,13,91,39.9,60
14997748,1,53,172,73,6,75,39.5,18
17573893,1,28,159,60,12,91,39.9,54
18917977,0,27,181,81,14,86,40.5,40
19057258,0,20,173,68,4,87,39.1,10
16194704,0,71,168,68,18,98,40.2,117
15836080,0,25,186,84,26,111,40.7,171
10280733,1,60,162,59,24,112,40.6,176
17456188,0,76,192,95,17,101,40.3,132
11863051,0,72,192,102,12,98,40,87
16044552,1,72,153,58,12,90,40,63
12906729,0,47,154,54,9,94,39.8,40
10643480,1,31,168,67,13,95,40,64
11452096,0,27,183,80,13,94,39.8,52
19608453,0,55,173,74,9,86,39.7,36
15157306,0,66,198,96,6,86,39.1,30
14924291,0,28,178,85,24,110,40.7,158
15126790,0,42,175,78,25,111,40.9,182
14434937,1,21,155,55,29,112,40.9,195
11983096,1,47,168,69,7,90,39.5,32
19436934,1,22,161,55,29,102,40.6,164
14799787,1,29,147,50,15,97,40,80
16170508,0,21,178,79,11,86,39.7,28
19830011,1,64,165,66,8,80,39.4,31
13236637,1,62,160,59,5,82,39.1,21
16583879,1,47,172,70,19,99,40.4,106
14707960,0,51,192,94,14,102,40.3,94
15628837,0,27,178,78,18,94,40.2,72
18427366,0,25,189,97,27,103,40.7,153
12229778,1,41,184,83,28,102,40.9,157
17699499,0,24,174,76,21,98,40.6,93
18096377,0,31,188,90,11,99,40.5,57
10753570,0,44,166,75,3,93,38.6,14
11844039,1,50,164,62,17,107,40.4,112
19050083,1,56,163,59,5,89,38.7,24
17373512,0,23,192,91,14,84,40.2,36
10234951,0,62,178,79,26,104,40.7,187
18994286,0,37,170,66,15,103,39.9,84
12356798,0,77,186,93,29,102,40.8,230
17420315,1,43,148,52,29,108,40.5,195
16334614,0,37,193,95,8,84,39.8,27
19105093,0,34,172,75,8,94,39.3,34
16311850,0,23,185,88,8,91,39.6,29
14417033,0,43,190,96,11,98,39.7,63
10990518,1,56,158,58,24,104,40.2,154
14846070,1,41,176,77,4,94,38.6,19
15135673,0,70,198,108,9,85,39.8,48
13149200,1,27,158,56,25,97,40.9,130
10191695,0,21,200,98,29,111,40.7,194
18206714,1,53,151,60,20,96,40.5,110
14675979,0,32,192,92,19,102,40.6,109
13240724,0,30,181,81,9,97,39.8,42
12819856,1,36,165,62,6,83,39.3,23
16547119,1,69,152,52,2,88,38.4,10
12615928,0,29,194,87,9,86,39.5,28
15785718,1,59,163,61,25,103,41,158
11627770,0,77,194,90,24,103,40.7,192
10599351,0,23,182,83,20,104,40.2,108
19438385,1,39,170,71,12,95,40.4,60
10861136,0,72,173,76,3,81,39,12
10028049,0,40,180,78,14,89,40.1,54
17670013,1,29,164,65,24,106,40.8,146
17492724,0,31,207,111,6,92,39.3,28
13242928,0,20,169,70,22,97,40.5,87
17937508,1,22,172,65,25,109,40.6,157
12486029,1,23,169,60,21,99,40.5,111
10892729,0,53,181,84,16,90,40.1,76
13569411,0,49,183,92,16,103,40.3,107
13840094,0,25,176,74,19,107,40.5,110
18391534,1,47,166,68,27,103,40.9,163
11340756,1,63,153,55,16,104,40.1,106
16314064,0,46,185,90,17,95,40.1,90
17208089,1,20,158,55,20,105,40.5,119
11438272,1,52,154,60,21,102,40.4,129
15425554,1,29,171,71,9,89,40,38
19776549,1,30,144,42,24,105,41,151
10174276,1,40,171,65,20,101,40.7,115
19713904,1,64,186,85,26,106,40.9,167
17516170,1,28,189,86,22,104,40.7,122
16980611,0,21,193,94,10,90,39.9,34
12529552,1,61,173,69,14,91,40.2,70
14794863,1,73,177,75,2,87,38.5,9
13297449,0,64,177,81,7,85,39.8,31
19512043,1,30,150,54,7,88,39.3,30
19750901,1,49,152,53,26,104,40.7,166
13842673,1,51,169,67,23,97,40.5,126
17843406,1,33,155,57,12,102,40,70
19385688,1,68,158,58,14,85,40.2,65
16421631,0,33,185,91,12,94,40.1,55
19253266,1,30,159,60,16,89,40.4,69
18669158,1,57,175,74,15,94,40.4,77
10928223,1,21,165,65,24,106,40.7,142
15930189,0,28,188,84,22,105,40.8,128
13110646,0,37,173,79,26,107,40.8,168
17413442,1,60,171,71,30,115,40.9,225
14879979,1,21,162,63,8,91,39.8,35
14969508,1,55,164,60,8,80,39.7,31
15311791,1,38,171,65,2,82,37.8,7
19716527,0,53,182,89,14,92,40.1,73
10477080,1,44,168,66,25,110,40.7,169
12385786,1,20,150,53,3,77,38.6,9
11300311,1,37,156,62,12,87,39.9,51
10680585,1,48,181,74,26,102,40.9,152
10222741,0,28,173,73,20,104,40.2,109
15241364,1,38,169,70,16,100,39.9,88
10515749,1,56,169,65,26,100,40.9,154
13371019,1,24,170,66,3,88,38.8,12
15820772,1,22,181,72,30,111,40.6,192
14090060,0,69,184,87,18,91,40,104
10872561,1,41,160,62,4,83,39,15
13629489,0,67,155,60,20,101,40.6,132
14353162,1,20,152,54,17,94,40.3,81
12423844,0,25,179,83,4,84,38.9,10
18505250,1,26,185,76,23,97,40.7,113
11335374,0,24,166,70,9,91,39.6,29
11385369,0,72,183,89,5,79,39,21
16542211,1,59,177,78,19,97,40.1,104
17263400,0,46,195,93,17,103,40.4,112
16682595,0,53,173,77,11,90,39.7,51
17634227,0,29,186,87,23,104,40.6,133
10338403,0,40,189,92,26,116,40.9,214
10657001,1,32,155,56,27,107,40.4,172
11688497,1,48,176,76,21,92,40.3,100
15593888,1,69,170,65,10,91,39.6,52
16104833,1,21,158,58,11,88,40,45
12047532,1,43,150,54,23,106,40.7,149
15641395,1,49,168,63,22,96,40.7,119
10081258,0,63,184,91,18,98,40.6,119
19477660,0,54,199,97,11,96,39.9,66
12386338,0,54,187,85,26,96,40.7,149
17867595,0,56,167,71,15,95,39.9,81
15269170,0,50,181,86,4,87,38.9,17
15348271,1,24,150,53,4,87,38.8,16
19630701,0,38,206,111,16,97,40.4,91
12748283,1,26,167,69,16,98,40.2,82
19397915,0,28,182,87,29,104,40.8,167
11667896,1,54,138,41,30,113,41.1,228
13203902,1,27,147,52,13,87,39.9,54
18065741,0,67,176,78,27,101,40.8,188
12660464,1,27,160,56,18,111,40.4,121
13089207,1,74,171,74,1,83,37.8,4
17471625,0,38,171,72,30,111,40.9,209
18988497,1,30,168,64,4,90,39,18
16528482,1,67,167,70,14,93,39.9,74
13468507,0,35,192,94,20,105,40.5,128
16309125,0,34,194,98,7,84,39.2,23
15276588,1,26,163,65,14,92,40.2,63
19701489,0,23,187,87,16,92,40.4,59
11249122,0,56,185,90,25,105,40.5,183
18642806,1,69,160,60,24,104,40.9,159
15560785,0,53,183,85,24,105,40.8,169
14550848,1,36,163,59,4,83,38.9,15
11503477,0,75,168,65,10,84,39.6,45
17793407,1,22,167,64,13,93,39.8,59
12223324,1,69,175,68,15,98,40,88
19542357,0,20,182,86,4,86,38.6,10
12276044,1,63,161,57,2,86,38.7,9
15714145,1,23,173,69,24,105,40.8,139
18979317,0,44,183,87,27,104,40.7,176
11454330,1,36,168,69,13,101,39.9,73
10570131,0,63,193,99,7,87,39.7,36
17510042,0,78,209,112,4,85,38.6,23
11667209,1,52,157,59,29,111,40.8,206
15706574,1,57,161,61,23,102,40.5,143
14518081,1,65,160,60,1,79,37.9,4
15005359,1,27,160,58,8,86,39.5,32
16460270,0,60,175,83,5,87,39.4,23
11262413,0,69,190,96,4,93,38.8,25
13763629,1,21,174,65,20,110,40.7,127
15347143,0,28,185,86,23,107,40.5,142
12751903,1,22,171,63,28,107,40.8,170
15626568,1,75,169,66,29,102,40.8,187
15508675,0,22,181,81,28,111,40.8,179
14554560,1,27,157,54,10,92,40.2,47
11140711,1,26,170,73,10,85,39.9,37
18972738,1,25,185,83,16,105,40.3,90
10052574,1,52,157,56,26,110,40.8,183
13518939,1,46,169,67,8,84,39.8,32
18571414,0,43,184,87,23,106,40.6,156
15387253,1,30,164,61,4,86,39,16
10295966,0,62,191,94,17,96,39.9,108
10798827,0,36,179,77,23,110,40.7,157
17122324,1,31,170,67,22,108,40.6,139
